"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","BWH","BWD","BWA","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH"
"69","E0","27/09/04","Charlton","Blackburn",1,0,"H",0,0,"D","S Dunn",6,12,3,7,18,14,6,10,1,1,0,0,2.1,3.25,3.4,1.9,3.25,3.75,2.1,3.2,3.45,2,3.1,3.2,1.91,3.2,3.5,2,3.2,3.5,1.95,3.1,3.5,1.85,1.85,2,1.8,1.85,2,-0.25,2.1,1.74,-0.5,1.85,2.05,-0.25
"70","E0","02/10/04","Arsenal","Charlton",4,0,"H",1,0,"H","M Dean",15,4,9,0,13,15,6,1,3,1,0,0,1.28,5,10,1.2,5.5,11.5,1.27,5.25,10,1.33,4,7.5,1.2,5,11,1.25,5,10,1.22,5,9.5,1.6,2.15,1.7,2.1,1.7,2.05,-1.25,1.98,1.86,-1.5,2,1.9,-1.5
"71","E0","02/10/04","Blackburn","Aston Villa",2,2,"D",1,1,"D","P Walton",13,15,7,9,14,17,5,8,2,2,0,0,2.37,3.25,2.87,2.45,3.1,2.7,2.4,3.15,2.9,2.3,3,2.7,2.38,3.2,2.6,2.4,3.2,2.7,2.37,3,2.7,2,1.71,2.1,1.7,2.05,1.7,-0.25,1.8,2.04,0,1.8,2.1,0
"72","E0","02/10/04","Everton","Tottenham",0,1,"A",0,0,"D","G Poll",10,8,4,2,9,13,11,2,1,2,0,0,2.25,3.2,3.1,2.5,3.15,2.6,2.3,3.2,3,2.2,3,2.9,2.1,3.2,3,2.2,3.2,3,2.25,3.1,2.8,2,1.71,2.15,1.66,1.7,2.05,0,2.08,1.76,-0.25,2.05,1.85,-0.25
"73","E0","02/10/04","Norwich","Portsmouth",2,2,"D",0,1,"A","M Messias",17,13,9,5,13,7,8,2,1,4,0,0,2.37,3.25,2.87,2.25,3.1,3,2.4,3.15,2.9,2.2,3,2.9,2.38,3,2.75,2.3,3.2,2.88,2.37,3,2.7,2,1.71,2.05,1.75,1.7,2.05,0,2,1.84,-0.25,2.025,1.875,-0.25
"74","E0","02/10/04","Southampton","Man City",0,0,"D",0,0,"D","U Rennie",16,21,11,11,13,11,6,14,0,0,0,0,2.37,3.25,2.87,2.25,3.1,3,2.35,3.15,2.95,2.2,3,2.9,2.25,3.2,2.75,2.3,3.2,2.88,2.37,3.1,2.62,1.95,1.75,2.05,1.75,2.05,1.7,-0.25,2.08,1.76,-0.25,1.85,2.05,0
"75","E0","02/10/04","West Brom","Bolton",2,1,"H",0,0,"D","M Clattenburg",13,16,7,7,18,15,6,5,0,0,0,0,2.75,3.2,2.5,2.7,3.1,2.45,2.7,3.15,2.55,2.5,3,2.5,2.75,3.2,2.25,2.6,3.2,2.5,2.62,2.9,2.5,2,1.71,2,1.8,2.2,1.6,-0.25,2.06,1.78,0,2.075,1.825,0
"76","E0","03/10/04","Birmingham","Newcastle",2,2,"D",1,1,"D","H Webb",10,6,6,3,17,14,6,5,3,2,0,0,2.62,3.2,2.6,2.7,3.2,2.4,2.75,3.2,2.5,2.5,3,2.5,2.5,3.2,2.5,2.6,3.2,2.5,2.6,3.1,2.4,1.9,1.79,2.05,1.75,2.2,1.6,-0.25,1.96,1.88,0,2.025,1.875,0
"77","E0","03/10/04","Chelsea","Liverpool",1,0,"H",0,0,"D","P Dowd",13,5,5,3,14,20,11,2,0,1,0,0,1.8,3.1,5,1.8,3.2,4.3,1.8,3.3,4.5,1.8,3.1,3.8,1.67,3.25,4.5,1.8,3.2,4.33,1.8,3.1,4,2,1.75,2.1,1.7,1.5,2.45,-0.25,1.88,1.96,-0.5,1.85,2.05,-0.5
"78","E0","03/10/04","Man United","Middlesbrough",1,1,"D",0,1,"A","R Styles",22,13,10,9,8,13,10,2,1,3,0,0,1.4,4,9,1.4,4,7.25,1.4,4,9,1.35,4,7,1.36,3.75,8,1.36,4,8,1.36,3.75,8,1.71,2,1.8,2,1.55,2.3,-1,1.76,2.08,-1.25,1.775,2.125,-1.25
"79","E0","04/10/04","Crystal Palace","Fulham",2,0,"H",0,0,"D","M Riley",20,8,10,5,10,10,10,3,1,1,0,1,2.62,3.2,2.6,2.6,3.1,2.55,2.7,3.15,2.55,2.7,3,2.3,2.75,3.2,2.25,2.6,3.2,2.5,2.6,3.1,2.4,1.9,1.79,2.05,1.75,2.3,1.55,-0.25,NA,NA,NA,2.05,1.85,0
"80","E0","16/10/04","Arsenal","Aston Villa",3,1,"H",2,1,"H","G Poll",18,5,15,2,11,22,6,3,2,4,0,0,1.3,5,9.5,1.3,4.5,9,1.3,4.5,11,1.33,4,7.5,1.25,4.5,10,1.29,4.75,9,1.28,4.33,8.5,1.6,2.15,1.75,2.05,1.77,1.78,-1.5,2.04,1.8,-1.5,2.075,1.825,-1.5
"81","E0","16/10/04","Birmingham","Man United",0,0,"D",0,0,"D","M Halsey",14,12,6,7,16,11,3,3,1,0,0,0,5.5,3.2,1.72,4.3,3.35,1.75,4.5,3.3,1.8,4,3.2,1.75,4.33,3.2,1.73,4.5,3.4,1.73,4,3,1.83,1.9,1.79,2,1.8,1.99,1.75,0.5,2.12,1.72,0.5,2.125,1.775,0.5
"82","E0","16/10/04","Blackburn","Middlesbrough",0,4,"A",0,0,"D","M Riley",12,16,5,10,12,14,2,10,2,1,1,0,2.5,3.2,2.75,2.4,3.1,2.75,2.55,3.25,2.6,2.5,3,2.5,2.38,3.2,2.6,2.4,3.2,2.7,2.5,2.9,2.62,2,1.71,2.05,1.75,2.2,1.6,-0.25,1.84,2,0,1.85,2.05,0
"83","E0","16/10/04","Bolton","Crystal Palace",1,0,"H",1,0,"H","N Barry",21,7,7,2,19,14,7,3,1,1,0,0,1.61,3.6,5.5,1.55,3.45,6,1.63,3.4,6,1.6,3.4,4.6,1.57,3.5,5,1.57,3.6,5.5,1.61,3.3,5,1.85,1.85,1.9,1.9,2.2,1.6,-1.25,2.02,1.82,-1,2.025,1.875,-1
"84","E0","16/10/04","Everton","Southampton",1,0,"H",0,0,"D","B Knight",14,8,5,4,5,14,5,6,0,0,0,0,1.72,3.4,5,1.8,3.2,4.3,1.75,3.3,4.85,1.7,3.2,4.2,1.73,3.2,4.33,1.73,3.25,4.75,1.7,3.2,4.5,1.95,1.75,2.1,1.7,1.75,1.99,-0.5,1.74,2.1,-0.5,1.775,2.125,-0.5
"85","E0","16/10/04","Fulham","Liverpool",2,4,"A",2,0,"H","S Bennett",5,10,3,3,12,14,3,6,1,3,0,1,3.4,3.25,2.1,3.2,3.2,2.1,3.25,3.25,2.15,3.1,3,2.1,3,3.2,2.1,3.2,3.2,2.1,3.1,3,2.15,1.9,1.79,2.05,1.75,2,1.72,0.25,1.78,2.06,0.5,1.775,2.125,0.5
"86","E0","16/10/04","Man City","Chelsea",1,0,"H",1,0,"H","H Webb",4,9,1,3,6,7,0,12,1,2,0,0,5.5,3.2,1.72,4.5,3.25,1.75,4.7,3.25,1.77,4.4,3.3,1.65,4.5,3.5,1.62,5,3.4,1.67,4.5,3.3,1.66,2.05,1.65,2.1,1.7,1.99,1.75,0.5,2.18,1.74,0.5,2.125,1.775,0.5
"87","E0","16/10/04","West Brom","Norwich",0,0,"D",0,0,"D","P Crossley",9,12,2,5,13,21,2,3,2,2,0,0,2.1,3.25,3.4,2.05,3.05,3.5,2.15,3.25,3.3,1.9,3.1,3.5,2.1,3.2,3,2.1,3.2,3.2,2.1,3,3.2,2,1.71,2.05,1.75,1.8,1.9,-0.25,2.12,1.72,-0.5,1.85,2.05,-0.25
"88","E0","17/10/04","Charlton","Newcastle",1,1,"D",0,1,"A","P Walton",11,15,6,8,15,7,8,9,1,1,0,0,2.75,3.2,2.5,2.5,3.15,2.6,2.65,3.25,2.5,2.5,3,2.5,2.5,3.2,2.5,2.7,3.2,2.4,2.62,2.9,2.5,1.85,1.85,1.9,1.9,2.6,1.45,-0.25,2.06,1.78,0,2.1,1.8,0
"89","E0","18/10/04","Portsmouth","Tottenham",1,0,"H",0,0,"D","U Rennie",11,16,6,7,12,11,3,5,0,0,0,0,2.6,3.2,2.62,2.6,3.15,2.5,2.6,3.25,2.55,2.5,3,2.5,2.6,3.2,2.38,2.6,3.2,2.5,2.4,3.1,2.6,2.05,1.71,2.1,1.7,1.2,2.55,0.5,NA,NA,NA,2,1.9,0
"90","E0","23/10/04","Aston Villa","Fulham",2,0,"H",1,0,"H","P Dowd",11,7,5,1,21,14,8,4,0,1,0,0,1.8,3.3,4.5,1.7,3.3,4.75,1.83,3.25,4.5,1.75,3.2,4,1.67,3.25,4.5,1.8,3.2,4.33,1.83,3,4,1.9,1.79,2,1.8,1.83,1.89,-0.5,1.72,2.12,-0.5,1.75,2.15,-0.5
"91","E0","23/10/04","Chelsea","Blackburn",4,0,"H",2,0,"H","G Poll",17,7,13,4,11,11,12,3,1,2,0,0,1.28,5,10,1.3,4.5,9,1.33,4.5,9.5,1.35,4,7,1.25,4.5,10,1.3,4.5,9.5,1.28,4.33,8.5,1.9,1.79,1.95,1.85,1.85,1.7,-1.5,2.06,1.78,-1.5,2.05,1.85,-1.5
"92","E0","23/10/04","Crystal Palace","West Brom",3,0,"H",2,0,"H","M Messias",11,11,4,6,11,15,7,10,1,3,0,0,2.3,3.25,3,2.25,3.1,3,2.38,3.1,2.95,2.3,2.9,2.8,2.1,3.2,3,2.25,3.2,2.9,2.25,3,2.87,2,1.71,2.1,1.7,2.05,1.7,-0.25,2.08,1.76,-0.25,2.05,1.85,-0.25
"93","E0","23/10/04","Liverpool","Charlton",2,0,"H",0,0,"D","A D'Urso",17,3,7,1,9,11,12,0,0,1,0,0,1.5,3.6,7.5,1.55,3.45,6,1.5,3.75,6.8,1.5,3.7,5,1.44,3.6,6.5,1.5,3.6,6.5,1.44,3.6,6.5,1.85,1.85,1.95,1.85,1.85,1.85,-1,1.88,2.04,-1,1.85,2.05,-1
"94","E0","23/10/04","Norwich","Everton",2,3,"A",0,2,"A","M Clattenburg",22,13,10,9,8,11,11,4,0,2,0,0,2.75,3.2,2.5,2.6,3,2.6,2.65,3.25,2.55,2.7,2.9,2.4,2.62,2.88,2.5,2.6,3.2,2.5,2.75,2.9,2.4,2.05,1.65,2.2,1.65,1.9,1.8,0,1.96,1.88,0,2,1.9,0
"95","E0","23/10/04","Tottenham","Bolton",1,2,"A",1,1,"D","C Foy",8,6,5,4,14,17,2,3,0,0,0,0,1.9,3.25,4,1.85,3.2,4,2,3.2,3.75,1.9,3.1,3.5,1.8,3.25,3.75,1.95,3.25,3.6,1.83,3.2,3.75,2,1.71,2.15,1.66,1.8,1.9,-0.25,2.08,1.76,-0.5,2.1,1.8,-0.5
"96","E0","24/10/04","Man United","Arsenal",2,0,"H",0,0,"D","M Riley",11,12,5,6,20,23,3,3,2,3,0,0,2.62,3,2.75,2.4,3.15,2.7,2.8,3.3,2.9,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.62,2.4,3.1,2.6,1.85,1.85,2,1.8,1.8,1.9,0,1.82,2.02,0,1.825,2.075,0
"97","E0","24/10/04","Middlesbrough","Portsmouth",1,1,"D",0,1,"A","M Atkinson",26,3,11,1,5,5,9,0,0,2,0,0,1.66,3.4,5.5,1.65,3.35,4.85,1.73,3.4,4.85,1.6,3.4,4.6,1.62,3.25,5,1.62,3.4,5.5,1.66,3.3,4.5,1.85,1.85,2,1.8,1.8,1.9,-0.75,1.8,2.04,-0.75,1.8,2,-0.75
"98","E0","24/10/04","Newcastle","Man City",4,3,"H",0,0,"D","S Dunn",16,11,11,6,13,14,7,5,2,3,0,0,1.66,3.4,5.5,1.7,3.3,4.75,1.73,3.4,4.85,1.65,3.3,4.4,1.62,3.5,4.5,1.62,3.4,5.5,1.66,3.3,4.5,1.75,1.95,1.95,1.85,1.85,1.85,-0.75,1.94,1.9,-0.75,2,1.9,-0.75
"99","E0","24/10/04","Southampton","Birmingham",0,0,"D",0,0,"D","M Dean",6,8,1,2,11,11,4,4,0,1,0,0,2.5,3.2,2.75,2.25,3.1,3,2.4,3.2,2.85,2.4,2.9,2.7,2.38,3.2,2.6,2.38,3.2,2.75,2.4,3.1,2.6,2.05,1.65,2.2,1.65,1.8,1.9,0,2.14,1.7,-0.25,1.825,2.075,0
"100","E0","30/10/04","Arsenal","Southampton",2,2,"D",0,0,"D","M Messias",14,7,9,4,8,21,7,7,1,4,0,0,1.16,6.5,15,1.15,6.5,13,1.18,6.25,15,1.2,5,10,1.17,5.5,12,1.17,6,13,1.16,5.5,12,1.6,2.15,1.66,2.15,2,1.8,-1.75,1.94,1.9,-1.75,1.975,1.925,-1.75
"101","E0","30/10/04","Birmingham","Crystal Palace",0,1,"A",0,1,"A","D Gallagher",16,4,11,1,8,14,11,3,1,1,0,0,1.83,3.25,4.5,1.7,3.4,4.5,1.8,3.3,4.55,1.7,3.2,4.2,1.67,3.25,4.5,1.8,3.2,4.33,1.72,3.2,4.33,2,1.71,2.2,1.65,1.8,1.91,-0.5,1.78,2.06,-0.5,1.8,2.1,-0.5
"102","E0","30/10/04","Blackburn","Liverpool",2,2,"D",2,1,"H","R Styles",8,13,7,9,14,11,6,6,2,1,0,0,5,3.1,1.8,4,3.2,1.85,4.15,3.3,1.87,3.6,3.1,1.85,4.33,3.2,1.73,4.33,3.25,1.8,3.75,3.2,1.83,1.85,1.85,1.95,1.85,1.84,1.87,0.5,2.12,1.8,0.5,2.1,1.8,0.5
"103","E0","30/10/04","Charlton","Middlesbrough",1,2,"A",0,1,"A","M Halsey",8,11,7,7,14,8,3,4,3,0,0,0,2.6,3.2,2.62,2.4,3.2,2.7,2.45,3.2,2.8,2.4,2.9,2.7,2.25,3.2,2.75,2.4,3.2,2.7,2.37,3,2.7,2,1.71,2.15,1.66,1.77,2.03,0,1.72,2.12,0,1.825,2.075,0
"104","E0","30/10/04","Everton","Aston Villa",1,1,"D",1,1,"D","S Dunn",20,9,8,5,10,19,8,3,1,1,0,0,2.1,3.2,3.5,2.1,3.2,3.2,2.1,3.25,3.4,2,3.1,3.2,2.1,3,3.2,2.1,3.2,3.25,2,3,3.4,2,1.71,2.15,1.66,1.85,1.95,-0.25,1.94,1.9,-0.25,1.9,2,-0.25
"105","E0","30/10/04","Fulham","Tottenham",2,0,"H",1,0,"H","A Wiley",8,5,4,1,11,9,5,4,0,1,0,0,2.5,3.2,2.75,2.5,3.15,2.6,2.5,3.2,2.75,2.4,2.9,2.7,2.5,3.2,2.5,2.38,3.2,2.75,2.5,2.9,2.62,2.05,1.65,2.15,1.66,1.8,2,0,1.82,2.02,0,1.825,2.075,0
"106","E0","30/10/04","Portsmouth","Man United",2,0,"H",0,0,"D","N Barry",11,20,7,9,19,9,3,9,0,2,0,0,5.5,3.4,1.66,5,3.35,1.65,5,3.45,1.7,4.4,3.3,1.65,4.5,3.25,1.67,5,3.4,1.67,4.5,3.3,1.66,1.9,1.79,2,1.8,1.95,1.85,0.75,2.1,1.74,0.75,2.125,1.775,0.75
"107","E0","30/10/04","West Brom","Chelsea",1,4,"A",0,1,"A","B Knight",12,19,9,9,12,8,2,6,1,0,0,0,7.5,4,1.44,6.5,3.55,1.5,7.75,3.85,1.45,5.4,3.8,1.45,7,3.75,1.4,7,3.75,1.44,6.5,3.6,1.44,1.95,1.75,2.05,1.75,1.9,1.9,1.25,2.14,1.7,1,2.15,1.75,1
"108","E0","31/10/04","Bolton","Newcastle",2,1,"H",0,0,"D","G Poll",17,5,11,4,14,11,4,5,1,1,0,0,2.5,3.2,2.75,2.4,3.1,2.75,2.4,3.2,2.85,2.4,2.9,2.7,2.38,3.2,2.6,2.4,3.1,2.8,2.4,3.1,2.6,1.85,1.85,1.95,1.85,1.8,2,0.5,1.82,2.02,0,1.825,2.075,0
"109","E0","01/11/04","Man City","Norwich",1,1,"D",1,0,"H","S Bennett",19,10,11,5,10,13,9,4,1,0,0,0,1.72,3.4,5,1.7,3.2,5,1.7,3.25,5.5,1.65,3.3,4.4,1.62,3.25,5,1.67,3.4,5,1.66,3.1,5,1.85,1.85,2.05,1.75,1.85,1.95,-0.75,1.82,2.02,-0.75,1.875,2.025,-0.75
"110","E0","06/11/04","Aston Villa","Portsmouth",3,0,"H",3,0,"H","M Halsey",10,7,9,2,8,13,6,4,1,1,0,0,1.83,3.3,4.33,1.75,3.25,4.5,1.85,3.25,4.35,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.2,4.33,1.8,3.1,4,1.95,1.75,2.15,1.66,1.85,1.86,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5
"111","E0","06/11/04","Chelsea","Everton",1,0,"H",0,0,"D","M Riley",12,3,3,1,10,15,16,3,1,3,0,0,1.4,4,9,1.4,4,7.25,1.45,3.9,7.5,1.4,3.9,6,1.4,3.75,7,1.4,3.75,8.5,1.4,3.75,7,1.9,1.79,2.05,1.75,1.95,1.85,-1.25,1.96,1.88,-1.25,2.025,1.875,-1.25
"112","E0","06/11/04","Crystal Palace","Arsenal",1,1,"D",0,0,"D","M Dean",3,19,1,13,10,8,1,8,0,1,0,0,7.5,4,1.44,7.25,4,1.4,7.5,4.1,1.42,5.4,3.8,1.45,7,3.75,1.4,7,3.75,1.44,7,4,1.36,1.71,2,1.75,2.05,1.85,1.95,1.25,1.9,2.02,1.25,1.875,2.025,1.25
"113","E0","06/11/04","Liverpool","Birmingham",0,1,"A",0,0,"D","U Rennie",17,6,8,1,19,17,4,5,3,1,0,0,1.5,3.6,7.5,1.4,4,7.25,1.47,3.9,7,1.5,3.7,5,1.44,3.6,6.5,1.44,3.75,7.5,1.44,3.6,6.5,1.95,1.75,2.05,1.75,1.95,1.85,-1,1.96,1.88,-1,1.975,1.925,-1
"114","E0","06/11/04","Norwich","Blackburn",1,1,"D",0,0,"D","S Dunn",12,15,5,9,18,12,7,4,1,0,0,1,2.3,3.25,3,2.25,3.1,3,2.3,3.2,3,2.2,3,2.9,2.25,3.2,2.75,2.2,3.2,3,2.2,3.2,2.8,1.85,1.85,2.05,1.75,1.95,1.85,-0.25,2,1.84,-0.25,2.025,1.875,-0.25
"115","E0","06/11/04","Southampton","West Brom",2,2,"D",1,2,"A","S Bennett",11,10,6,5,13,14,5,1,2,0,0,0,2,3.2,3.75,2,3.2,3.45,2,3.2,3.75,1.9,3.1,3.5,1.83,3,4,1.91,3.2,3.75,2,3.1,3.3,2,1.71,2.2,1.65,2,1.73,-0.5,1.96,1.88,-0.5,1.925,1.975,-0.5
"116","E0","06/11/04","Tottenham","Charlton",2,3,"A",0,2,"A","N Barry",19,3,11,3,6,13,5,1,0,2,0,1,1.9,3.1,4.33,1.7,3.3,4.75,1.9,3.3,4,1.9,3.1,3.5,1.73,3.2,4.33,1.91,3.25,3.75,1.83,3.2,3.75,2,1.71,2.15,1.66,1.9,1.81,-0.5,1.88,1.96,-0.5,1.9,2,-0.5
"117","E0","07/11/04","Man United","Man City",0,0,"D",0,0,"D","G Poll",15,3,10,1,10,10,16,1,2,2,1,0,1.4,4,9,1.4,4,7.25,1.45,3.8,8,1.45,3.8,5.4,1.44,3.6,6.5,1.4,4,7.5,1.4,3.75,7,1.9,1.79,1.8,2,1.9,1.9,-1.25,1.94,1.9,-1.25,2.025,1.875,-1.25
"118","E0","07/11/04","Middlesbrough","Bolton",1,1,"D",0,0,"D","P Walton",14,7,5,4,13,12,3,3,1,3,0,1,2,3.2,3.75,1.9,3.25,3.75,1.95,3.25,3.85,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.75,1.9,3.2,3.5,1.85,1.85,2.05,1.75,1.95,1.76,-0.5,2.06,1.78,-0.5,2.075,1.825,-0.5
"119","E0","07/11/04","Newcastle","Fulham",1,4,"A",0,1,"A","H Webb",26,11,20,7,12,16,19,0,1,1,0,0,1.57,3.5,6.5,1.55,3.45,6,1.6,3.5,6,1.55,3.5,4.8,1.57,3.5,5,1.53,3.6,6,1.53,3.5,5.5,1.75,1.95,1.8,2,1.95,1.85,-1,1.98,1.86,-1,2.025,1.875,-1
"120","E0","13/11/04","Birmingham","Everton",0,1,"A",0,0,"D","R Styles",15,9,4,8,13,12,5,3,0,1,1,0,2.37,3.1,3,2.5,3.1,2.65,2.4,3.3,2.8,2.3,2.9,2.8,2.2,3.2,2.8,2.38,3.2,2.75,2.3,3.1,2.75,2.05,1.65,2.2,1.65,1.8,2,0,1.98,1.86,-0.25,2.1,1.8,-0.25
"121","E0","13/11/04","Bolton","Aston Villa",1,2,"A",1,1,"D","A D'Urso",15,10,7,5,10,17,9,5,1,1,0,0,2.25,3.2,3.1,1.95,3.1,3.75,2.2,3.2,3.2,2,3,3.3,2.1,3.2,3,2.1,3.2,3.25,2.05,3.1,3.2,1.95,1.75,2.1,1.7,1.95,1.85,-0.25,1.9,1.94,-0.25,1.975,1.925,-0.25
"122","E0","13/11/04","Charlton","Norwich",4,0,"H",2,0,"H","A Marriner",16,8,11,4,14,11,1,5,0,3,0,0,1.8,3.1,5,1.75,3.1,4.75,1.85,3.4,4.1,1.75,3.2,4,1.73,3.2,4.33,1.8,3.4,4,1.8,3.1,4,2,1.71,2.1,1.7,1.85,1.86,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5
"123","E0","13/11/04","Fulham","Chelsea",1,4,"A",0,1,"A","U Rennie",7,16,2,11,13,13,1,5,0,2,0,0,6,3.2,1.66,5.5,3.4,1.6,5.55,3.4,1.65,4.6,3.4,1.6,4.5,3.25,1.67,5.5,3.4,1.62,5.5,3.3,1.57,2,1.71,2.1,1.7,1.95,1.85,0.75,2.02,1.82,0.75,2.05,1.85,0.75
"124","E0","13/11/04","Liverpool","Crystal Palace",3,2,"H",2,1,"H","P Dowd",18,4,5,4,13,17,7,1,1,3,0,0,1.5,3.5,8,1.35,4,9,1.47,3.75,7.5,1.5,3.7,5,1.44,3.6,6.5,1.44,3.75,7,1.44,3.75,6,1.9,1.79,2.05,1.75,1.85,1.95,-1,1.8,2.04,-1,1.8,2.1,-1
"125","E0","13/11/04","Man City","Blackburn",1,1,"D",1,0,"H","M Clattenburg",8,11,7,2,19,13,3,5,1,3,1,0,1.8,3.4,4.5,1.8,3.2,4.3,1.85,3.25,4.3,2,3.1,3.2,1.73,3.2,4.33,1.8,3.4,4,1.83,3.2,3.75,1.95,1.75,2.05,1.75,1.85,1.85,-0.5,1.82,2.02,-0.5,1.875,2.025,-0.5
"126","E0","13/11/04","Southampton","Portsmouth",2,1,"H",1,1,"D","G Poll",11,13,5,6,14,15,4,8,1,3,0,0,2.4,3.2,2.87,2.25,3.1,3,2.4,3.2,2.85,2.1,3,3.1,2.38,3.2,2.6,2.3,3.2,2.88,2.37,3.1,2.62,2,1.71,2.15,1.66,2,1.8,-0.25,2,1.84,-0.25,2.05,1.85,-0.25
"127","E0","13/11/04","Tottenham","Arsenal",4,5,"A",1,1,"D","S Bennett",10,10,7,6,20,9,3,4,3,0,0,0,5.5,3.2,1.72,5.5,3.4,1.6,5,3.3,1.73,4,3.2,1.75,4.33,3.2,1.73,4.5,3.4,1.73,5,3.1,1.66,1.9,1.79,1.95,1.85,1.85,1.95,0.75,1.98,1.94,0.75,2.025,1.875,0.75
"128","E0","14/11/04","Newcastle","Man United",1,3,"A",0,1,"A","M Dean",13,12,7,7,11,16,2,7,2,0,0,0,3,3.25,2.3,2.8,3.15,2.35,2.95,3.2,2.3,2.8,2.9,2.3,2.75,3.2,2.25,2.8,3.25,2.3,2.8,3.2,2.2,1.9,1.79,2,1.8,2,1.8,0.25,1.98,1.86,0.25,2.05,1.85,0.25
"129","E0","14/11/04","West Brom","Middlesbrough",1,2,"A",1,1,"D","S Dunn",16,11,6,7,14,14,7,10,0,0,0,0,3.1,3.1,2.3,2.75,3.1,2.4,2.95,3.2,2.35,2.8,2.9,2.3,3,3.2,2.1,2.88,3.25,2.25,2.8,3.1,2.25,1.95,1.75,2.05,1.75,1.75,2.05,0.25,1.92,1.92,0.25,1.825,2.075,0.25
"130","E0","20/11/04","Arsenal","West Brom",1,1,"D",0,0,"D","H Webb",11,4,4,2,9,12,12,3,0,1,0,0,1.16,6.5,15,1.2,5.25,13,1.2,6,13,1.17,5.5,11,1.17,5.5,12,1.17,5.5,17,1.16,5.5,12,1.45,2.5,1.6,2.3,1.8,2,-1.75,1.86,1.98,-1.75,1.875,2.025,-1.75
"131","E0","20/11/04","Chelsea","Bolton",2,2,"D",1,0,"H","D Gallagher",17,10,11,5,18,11,9,2,1,0,0,0,1.36,4.33,9,1.4,4,7.25,1.4,4,9,1.35,4,7,1.3,4,9,1.36,4.2,8,1.36,3.75,8,1.85,1.85,2.05,1.75,1.85,1.95,-1.25,1.94,1.9,-1.25,2,1.9,-1.25
"132","E0","20/11/04","Crystal Palace","Newcastle",0,2,"A",0,0,"D","M Halsey",7,17,5,9,13,10,3,5,1,3,0,0,3.1,3.2,2.25,2.85,3.1,2.35,3,3.25,2.3,2.7,3,2.3,3,3.2,2.1,2.9,3.25,2.25,2.8,3.1,2.25,1.85,1.85,1.95,1.85,2,1.8,0.25,2,1.84,0.25,2,1.9,0.25
"133","E0","20/11/04","Everton","Fulham",1,0,"H",0,0,"D","G Poll",13,6,7,4,11,24,12,7,0,1,0,0,1.83,3.25,4.5,1.7,3.2,5,1.85,3.2,4.5,1.75,3.2,4,1.67,3.25,4.5,1.8,3.25,4.33,1.9,2.87,4,1.95,1.75,2.1,1.7,1.85,1.87,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5
"134","E0","20/11/04","Man United","Charlton",2,0,"H",1,0,"H","R Styles",20,5,11,2,8,13,6,3,0,0,0,0,1.33,4.5,9.5,1.35,4,9,1.35,4.5,9,1.33,4,7.5,1.3,4,9,1.33,4.33,8.5,1.36,3.75,8,1.65,2.05,1.8,2,1.87,1.69,-1.5,1.72,2.12,-1.25,2.075,1.825,-1.5
"135","E0","20/11/04","Middlesbrough","Liverpool",2,0,"H",1,0,"H","S Bennett",14,17,6,10,14,10,3,5,3,2,0,0,2.5,3.2,2.75,2.45,3.2,2.65,2.6,3.25,2.6,2.3,3,2.7,2.38,3.2,2.6,2.38,3.2,2.75,2.5,3.1,2.5,1.95,1.75,2.15,1.66,1.75,2.05,0,1.76,2.08,0,1.75,2.15,0
"136","E0","20/11/04","Norwich","Southampton",2,1,"H",1,1,"D","M Riley",9,14,8,7,19,14,4,6,1,1,0,0,2.37,3.1,3,2.35,3.05,2.85,2.35,3.25,2.9,2.3,2.9,2.8,2.2,3.25,2.75,2.3,3.2,2.88,2.25,3.2,2.75,1.95,1.75,2.15,1.66,2,1.75,-0.25,1.98,1.86,-0.25,2.075,1.825,-0.25
"137","E0","20/11/04","Portsmouth","Man City",1,3,"A",1,1,"D","M Messias",9,18,7,13,8,14,8,11,3,0,0,0,2.3,3.25,3,2.1,3.2,3.2,2.3,3.25,3,2,3.1,3.2,2,3.2,3.2,2.1,3.2,3.25,2.1,3.2,3,1.95,1.75,2.1,1.7,2,1.8,-0.25,2.14,1.78,-0.25,2.1,1.8,-0.25
"138","E0","21/11/04","Blackburn","Birmingham",3,3,"D",1,3,"A","N Barry",15,8,10,5,12,9,6,9,1,1,0,0,2.3,3.1,3.1,2.3,3.2,2.8,2.35,3.1,3,2.2,3,2.9,2.2,3.2,2.8,2.25,3.2,3,2.37,3,2.7,2,1.71,2.25,1.61,2.05,1.75,-0.25,2.06,1.78,-0.25,2.075,1.825,-0.25
